"","word","n"
"89802","and behavioral",11
"89803","and beverages",11
"89804","and blake",11
"89805","and bobby",11
"89806","and bold",11
"89807","and bow",11
"89808","and budget",11
"89809","and busy",11
"89810","and cabbage",11
"89811","and cable",11
"89812","and celery",11
"89813","and chaos",11
"89814","and charge",11
"89815","and cincinnati",11
"89816","and circumstances",11
"89817","and citizens",11
"89818","and coal",11
"89819","and competitive",11
"89820","and comprehensive",11
"89821","and congratulations",11
"89822","and congress",11
"89823","and considering",11
"89824","and controlled",11
"89825","and corn",11
"89826","and corporations",11
"89827","and cotton",11
"89828","and courage",11
"89829","and crispy",11
"89830","and cross",11
"89831","and crunchy",11
"89832","and cuts",11
"89833","and daily",11
"89834","and damaged",11
"89835","and decisions",11
"89836","and deeper",11
"89837","and delicate",11
"89838","and denied",11
"89839","and dennis",11
"89840","and designed",11
"89841","and designs",11
"89842","and diced",11
"89843","and doctors",11
"89844","and dramatic",11
"89845","and dumped",11
"89846","and easter",11
"89847","and epic",11
"89848","and ethical",11
"89849","and event",11
"89850","and expanded",11
"89851","and expected",11
"89852","and experiment",11
"89853","and experts",11
"89854","and exploring",11
"89855","and facial",11
"89856","and familiar",11
"89857","and fathers",11
"89858","and feature",11
"89859","and feeding",11
"89860","and fighting",11
"89861","and flight",11
"89862","and flows",11
"89863","and forces",11
"89864","and forgiveness",11
"89865","and forward",11
"89866","and friendship",11
"89867","and fuck",11
"89868","and fulfilling",11
"89869","and fundraising",11
"89870","and g",11
"89871","and gather",11
"89872","and gender",11
"89873","and grass",11
"89874","and guidance",11
"89875","and guns",11
"89876","and hands",11
"89877","and he'd",11
"89878","and heels",11
"89879","and highway",11
"89880","and hilarious",11
"89881","and hits",11
"89882","and impressive",11
"89883","and inappropriate",11
"89884","and income",11
"89885","and intelligent",11
"89886","and iphone",11
"89887","and irish",11
"89888","and iron",11
"89889","and israel",11
"89890","and italy",11
"89891","and jay",11
"89892","and jazz",11
"89893","and jean",11
"89894","and jimmy",11
"89895","and joshua",11
"89896","and juan",11
"89897","and judy",11
"89898","and juice",11
"89899","and knocked",11
"89900","and leg",11
"89901","and les",11
"89902","and lesbians",11
"89903","and liked",11
"89904","and lil",11
"89905","and london",11
"89906","and loose",11
"89907","and lord",11
"89908","and lows",11
"89909","and mail",11
"89910","and maintained",11
"89911","and mario",11
"89912","and markets",11
"89913","and martha",11
"89914","and meaning",11
"89915","and medium",11
"89916","and mentions",11
"89917","and miles",11
"89918","and mission",11
"89919","and molly",11
"89920","and mortgage",11
"89921","and motivation",11
"89922","and mountain",11
"89923","and ms",11
"89924","and municipal",11
"89925","and muscle",11
"89926","and navy",11
"89927","and nbc",11
"89928","and networking",11
"89929","and newark",11
"89930","and nfl",11
"89931","and occasional",11
"89932","and omg",11
"89933","and organizing",11
"89934","and packed",11
"89935","and pensions",11
"89936","and performed",11
"89937","and pianist",11
"89938","and pine",11
"89939","and pineapple",11
"89940","and polished",11
"89941","and practical",11
"89942","and precious",11
"89943","and printed",11
"89944","and promotion",11
"89945","and pulling",11
"89946","and questioning",11
"89947","and quit",11
"89948","and rarely",11
"89949","and realistic",11
"89950","and reasonable",11
"89951","and recent",11
"89952","and register",11
"89953","and relationships",11
"89954","and relief",11
"89955","and remained",11
"89956","and rep",11
"89957","and results",11
"89958","and riding",11
"89959","and rightly",11
"89960","and rolls",11
"89961","and rosemary",11
"89962","and rough",11
"89963","and sacrifice",11
"89964","and same",11
"89965","and sandy",11
"89966","and satisfying",11
"89967","and saturdays",11
"89968","and scared",11
"89969","and search",11
"89970","and secondly",11
"89971","and secretary",11
"89972","and select",11
"89973","and sells",11
"89974","and sense",11
"89975","and serious",11
"89976","and shaking",11
"89977","and shares",11
"89978","and shift",11
"89979","and shouted",11
"89980","and silent",11
"89981","and silly",11
"89982","and sincere",11
"89983","and slammed",11
"89984","and slept",11
"89985","and sliced",11
"89986","and snap",11
"89987","and southwest",11
"89988","and specifically",11
"89989","and split",11
"89990","and square",11
"89991","and squeeze",11
"89992","and stability",11
"89993","and storage",11
"89994","and storms",11
"89995","and studied",11
"89996","and study",11
"89997","and submit",11
"89998","and successfully",11
"89999","and suites",11
"90000","and surrounded",11
"90001","and swim",11
"90002","and teammates",11
"90003","and terrible",11
"90004","and thanked",11
"90005","and they'd",11
"90006","and threatening",11
"90007","and throat",11
"90008","and tiny",11
"90009","and transit",11
"90010","and treated",11
"90011","and treats",11
"90012","and trial",11
"90013","and tries",11
"90014","and typically",11
"90015","and unable",11
"90016","and unemployment",11
"90017","and unexpected",11
"90018","and unfair",11
"90019","and value",11
"90020","and visual",11
"90021","and vulnerable",11
"90022","and wales",11
"90023","and wallace",11
"90024","and wanting",11
"90025","and weaknesses",11
"90026","and wells",11
"90027","and whiskey",11
"90028","and whispered",11
"90029","and wilson",11
"90030","and wished",11
"90031","and worship",11
"90032","and you'd",11
"90033","andy mcdonald",11
"90034","angeles i",11
"90035","angelina jolie",11
"90036","anger management",11
"90037","angry i",11
"90038","animals were",11
"90039","announce it",11
"90040","annoying me",11
"90041","annually in",11
"90042","another bad",11
"90043","another blog",11
"90044","another city",11
"90045","another four",11
"90046","another fun",11
"90047","another human",11
"90048","another issue",11
"90049","another kind",11
"90050","another strong",11
"90051","another vehicle",11
"90052","answer no",11
"90053","answer you",11
"90054","answered a",11
"90055","answered questions",11
"90056","answered with",11
"90057","answers i",11
"90058","anxiously awaiting",11
"90059","any decisions",11
"90060","any desire",11
"90061","any family",11
"90062","any friends",11
"90063","any job",11
"90064","any political",11
"90065","any second",11
"90066","any stretch",11
"90067","any thing",11
"90068","anybody i",11
"90069","anybody in",11
"90070","anybody to",11
"90071","anybody want",11
"90072","anymore it",11
"90073","anymore just",11
"90074","anymore you",11
"90075","anyone from",11
"90076","anyone says",11
"90077","anyone seen",11
"90078","anyone who's",11
"90079","anything i'm",11
"90080","anyway a",11
"90081","anyway it's",11
"90082","anyway that",11
"90083","anyway what",11
"90084","anyway when",11
"90085","anywhere the",11
"90086","anywhere to",11
"90087","apart but",11
"90088","apart to",11
"90089","apartment on",11
"90090","apartment the",11
"90091","app but",11
"90092","apparent in",11
"90093","apparently in",11
"90094","apparently my",11
"90095","apparently there",11
"90096","apparently this",11
"90097","appear before",11
"90098","appearance the",11
"90099","appearances in",11
"90100","appears as",11
"90101","apple for",11
"90102","apple i",11
"90103","apple tv",11
"90104","appointment and",11
"90105","appreciate a",11
"90106","appreciate and",11
"90107","approval and",11
"90108","approving the",11
"90109","apps on",11
"90110","april but",11
"90111","april that",11
"90112","april when",11
"90113","arc of",11
"90114","are actively",11
"90115","are adorable",11
"90116","are again",11
"90117","are breaking",11
"90118","are competing",11
"90119","are cut",11
"90120","are dangerous",11
"90121","are declining",11
"90122","are deeply",11
"90123","are described",11
"90124","are directly",11
"90125","are dying",11
"90126","are evil",11
"90127","are excerpts",11
"90128","are faced",11
"90129","are fans",11
"90130","are fewer",11
"90131","are friendly",11
"90132","are guaranteed",11
"90133","are hiring",11
"90134","are its",11
"90135","are keeping",11
"90136","are killed",11
"90137","are largely",11
"90138","are low",11
"90139","are mine",11
"90140","are named",11
"90141","are okay",11
"90142","are optimistic",11
"90143","are packed",11
"90144","are pending",11
"90145","are perfectly",11
"90146","are performing",11
"90147","are pregnant",11
"90148","are rough",11
"90149","are routinely",11
"90150","are run",11
"90151","are scattered",11
"90152","are significant",11
"90153","are singing",11
"90154","are speaking",11
"90155","are spent",11
"90156","are students",11
"90157","are surely",11
"90158","are taught",11
"90159","are thanks",11
"90160","are thousands",11
"90161","are tons",11
"90162","are turned",11
"90163","are typically",11
"90164","are upset",11
"90165","are within",11
"90166","are yours",11
"90167","area after",11
"90168","area you",11
"90169","aren't any",11
"90170","aren't doing",11
"90171","aren't good",11
"90172","arguments and",11
"90173","arizona at",11
"90174","arizona cardinals",11
"90175","armor and",11
"90176","arms but",11
"90177","arms i",11
"90178","army the",11
"90179","arne duncan",11
"90180","aroma of",11
"90181","around after",11
"90182","around an",11
"90183","around is",11
"90184","around noon",11
"90185","around then",11
"90186","around what",11
"90187","around without",11
"90188","arrangements for",11
"90189","arrest for",11
"90190","arrest in",11
"90191","arrival in",11
"90192","arrived for",11
"90193","arsenal of",11
"90194","art at",11
"90195","art walk",11
"90196","article here",11
"90197","artist the",11
"90198","artists of",11
"90199","as american",11
"90200","as common",11
"90201","as deep",11
"90202","as delicious",11
"90203","as four",11
"90204","as healthy",11
"90205","as jesus",11
"90206","as light",11
"90207","as local",11
"90208","as love",11
"90209","as next",11
"90210","as now",11
"90211","as self",11
"90212","as students",11
"90213","as u",11
"90214","as will",11
"90215","asian food",11
"90216","ask anyone",11
"90217","ask around",11
"90218","ask is",11
"90219","asked this",11
"90220","asking my",11
"90221","asks to",11
"90222","asleep for",11
"90223","ass at",11
"90224","ass with",11
"90225","assault with",11
"90226","assessing the",11
"90227","assigned a",11
"90228","assignments and",11
"90229","assistance and",11
"90230","assistants to",11
"90231","associate director",11
"90232","association has",11
"90233","assume i",11
"90234","assuming they",11
"90235","at anytime",11
"90236","at b",11
"90237","at banks",11
"90238","at bar",11
"90239","at beer",11
"90240","at booth",11
"90241","at dallas",11
"90242","at disneyland",11
"90243","at duke",11
"90244","at events",11
"90245","at finding",11
"90246","at hotel",11
"90247","at house",11
"90248","at jefferson",11
"90249","at jfk",11
"90250","at john",11
"90251","at liberty",11
"90252","at lincoln",11
"90253","at lower",11
"90254","at math",11
"90255","at others",11
"90256","at over",11
"90257","at port",11
"90258","at sunrise",11
"90259","at u.s",11
"90260","at using",11
"90261","at white",11
"90262","at whole",11
"90263","at why",11
"90264","at wrigley",11
"90265","at writing",11
"90266","at yale",11
"90267","athletic conference",11
"90268","atmosphere the",11
"90269","attack but",11
"90270","attack by",11
"90271","attack or",11
"90272","attended an",11
"90273","attention she",11
"90274","attorney the",11
"90275","attorney with",11
"90276","attorneys in",11
"90277","auburn hills",11
"90278","audience members",11
"90279","audience will",11
"90280","audit of",11
"90281","august for",11
"90282","august i",11
"90283","australia day",11
"90284","austria and",11
"90285","author in",11
"90286","authorities on",11
"90287","authorities the",11
"90288","authority for",11
"90289","authority the",11
"90290","authors have",11
"90291","authors to",11
"90292","available by",11
"90293","available through",11
"90294","available with",11
"90295","avenue on",11
"90296","avocado and",11
"90297","avoid that",11
"90298","awake for",11
"90299","award a",11
"90300","award goes",11
"90301","award of",11
